# EHPower estimated for Planck15 cosmology at a=0.01 with nbodykit
# k, P(k)
1.964023017782481288e-03 1.205537233737096203e+00
1.982205031954963753e-03 1.215385190859389564e+00
2.000555366781721529e-03 1.225300536356594305e+00
2.019075580497307724e-03 1.235283456751678832e+00
2.037767245761681629e-03 1.245334133068076499e+00
2.056631949793759871e-03 1.255452740690081281e+00
2.075671294506201831e-03 1.265639449221727553e+00
2.094886896641422365e-03 1.275894422344141299e+00
2.114280387908896476e-03 1.286217817671416519e+00
2.133853415123702132e-03 1.296609786604979053e+00
2.153607640346368469e-03 1.307070474186489140e+00
2.173544741024015063e-03 1.317600018949284468e+00
2.193666410132783570e-03 1.328198552768352192e+00
2.213974356321602929e-03 1.338866200708887844e+00
2.234470304057288147e-03 1.349603080873428507e+00
2.255155993770961795e-03 1.360409304247570672e+00
2.276033182005850284e-03 1.371284974544316304e+00
2.297103641566449264e-03 1.382230188047039787e+00
2.318369161669046885e-03 1.393245033451099513e+00
2.339831548093676029e-03 1.404329591704129410e+00
2.361492623337435245e-03 1.415483935844997543e+00
2.383354226769256439e-03 1.426708130841487066e+00
2.405418214786104146e-03 1.438002233426702192e+00
2.427686460970595976e-03 1.449366291934208961e+00
2.450160856250109716e-03 1.460800346131964522e+00
2.472843309057358874e-03 1.472304427055039389e+00
2.495735745492434071e-03 1.483878556837138873e+00
2.518840109486367509e-03 1.495522748540993652e+00
2.542158362966210998e-03 1.507237005987605016e+00
2.565692486021616675e-03 1.519021323584378358e+00
2.589444477072998501e-03 1.530875686152195492e+00
2.613416353041212066e-03 1.542800068751416287e+00
2.637610149518830778e-03 1.554794436506865329e+00
2.662027920943008021e-03 1.566858744431835371e+00
2.686671740769915745e-03 1.578992937251094242e+00
2.711543701650820197e-03 1.591196949222986712e+00
2.736645915609792201e-03 1.603470703960620192e+00
2.761980514223032462e-03 1.615814114252167810e+00
2.787549648799886055e-03 1.628227081880337268e+00
2.813355490565530928e-03 1.640709497441045439e+00
2.839400230845331302e-03 1.653261240161278955e+00
2.865686081250925794e-03 1.665882177716240475e+00
2.892215273868036819e-03 1.678572166045793956e+00
2.918990061445988701e-03 1.691331049170192502e+00
2.946012717589026417e-03 1.704158659005220677e+00
2.973285536949359532e-03 1.717054815176691562e+00
3.000810835422023683e-03 1.730019324834394689e+00
3.028590950341545317e-03 1.743051982465514849e+00
3.056628240680400992e-03 1.756152569707543742e+00
3.084925087249339778e-03 1.769320855160746664e+00
3.113483892899563538e-03 1.782556594200210176e+00
3.142307082726743857e-03 1.795859528787495440e+00
3.171397104276965813e-03 1.809229387281960033e+00
3.200756427754569092e-03 1.822665884251780888e+00
3.230387546231886908e-03 1.836168720284691025e+00
3.260292975860973330e-03 1.849737581798519992e+00
3.290475256087240560e-03 1.863372140851517589e+00
3.320936949865109337e-03 1.877072054952547253e+00
3.351680643875652992e-03 1.890836966871179969e+00
3.382708948746228610e-03 1.904666504447697806e+00
3.414024499272171227e-03 1.918560280403089013e+00
3.445629954640538027e-03 1.932517892149054006e+00
3.477527998655897783e-03 1.946538921598048422e+00
3.509721339968236223e-03 1.960622934973443421e+00
3.542212712302974728e-03 1.974769482619798344e+00
3.575004874693083270e-03 1.988978098813313666e+00
3.608100611713392983e-03 2.003248301572505330e+00
3.641502733717027259e-03 2.017579592469113781e+00
3.675214077074054602e-03 2.031971456439311652e+00
3.709237504412353677e-03 2.046423361595263390e+00
3.743575904860671922e-03 2.060934759037010622e+00
3.778232194293972696e-03 2.075505082664808487e+00
3.813209315581046668e-03 2.090133748991892748e+00
3.848510238834389630e-03 2.104820156957721178e+00
3.884137961662418714e-03 2.119563687741750524e+00
3.920095509424033516e-03 2.134363704577777021e+00
3.956385935485485714e-03 2.149219552568855551e+00
3.993012321479693337e-03 2.164130558502867618e+00
4.029977777567887373e-03 2.179096030668736805e+00
4.067285442703733392e-03 2.194115258673372093e+00
4.104938484899882216e-03 2.209187513259320834e+00
4.142940101496967419e-03 2.224312046123205988e+00
4.181293519435116436e-03 2.239488089734953835e+00
4.220001995527986570e-03 2.254714857157870345e+00
4.259068816739291184e-03 2.269991541869558205e+00
4.298497300461929724e-03 2.285317317583738461e+00
4.338290794799699868e-03 2.300691338073001635e+00
4.378452678851577941e-03 2.316112736992489651e+00
4.418986362998670800e-03 2.331580627704556541e+00
4.459895289193826183e-03 2.347094103104452767e+00
4.501182931253876369e-03 2.362652235446997206e+00
4.542852795154655662e-03 2.378254076174323828e+00
4.584908419328685876e-03 2.393898655744689297e+00
4.627353374965653861e-03 2.409584983462364605e+00
4.670191266315677596e-03 2.425312047308648911e+00
4.713425730995337432e-03 2.441078813773989165e+00
4.757060440296582635e-03 2.456884227691261913e+00
4.801099099498492423e-03 2.472727212070196412e+00
4.845545448181888017e-03 2.488606667932977690e+00
4.890403260546896322e-03 2.504521474151010008e+00
4.935676345733449634e-03 2.520470487282907346e+00
4.981368548144716156e-03 2.536452541413635853e+00
5.027483747773582763e-03 2.552466447994899745e+00
5.074025860532094603e-03 2.568510995686707599e+00
5.120998838583997251e-03 2.584584950200157660e+00
5.168406670680349320e-03 2.600687054141450627e+00
5.216253382498200336e-03 2.616816026857084587e+00
5.264543036982450956e-03 2.632970564280272097e+00
5.313279734690879927e-03 2.649149338778563845e+00
5.362467614142308291e-03 2.665350999002655374e+00
5.412110852168045688e-03 2.681574169736380853e+00
5.462213664266587533e-03 2.697817451747895223e+00
5.512780304961535302e-03 2.714079421641991896e+00
5.563815068162917751e-03 2.730358631713595496e+00
5.615322287531777749e-03 2.746653609802363061e+00
5.667306336848177382e-03 2.762962859148394568e+00
5.719771630382627405e-03 2.779284858249057688e+00
5.772722623270888989e-03 2.795618060716842379e+00
5.826163811892302175e-03 2.811960895138282623e+00
5.880099734251621919e-03 2.828311764933873818e+00
5.934534970364325340e-03 2.844669048218988028e+00
5.989474142645552328e-03 2.861031097665736045e+00
6.044921916302633570e-03 2.877396240365746483e+00
6.100882999731207720e-03 2.893762777693837940e+00
6.157362144915057810e-03 2.910128985172538041e+00
6.214364147829645225e-03 2.926493112337413827e+00
6.271893848849324771e-03 2.942853382603173529e+00
6.329956133158416015e-03 2.959207993130517966e+00
6.388555931165990423e-03 2.975555114693647862e+00
6.447698218924559875e-03 2.991892891548458611e+00
6.507388018552642296e-03 3.008219441301325681e+00
6.567630398661179238e-03 3.024532854778433588e+00
6.628430474783962405e-03 3.040831195895644878e+00
6.689793409812041375e-03 3.057112501528832738e+00
6.751724414432097761e-03 3.073374781384643484e+00
6.814228747568932404e-03 3.089616017871611220e+00
6.877311716832055187e-03 3.105834165971669059e+00
6.940978678966333235e-03 3.122027153111888165e+00
7.005235040306923011e-03 3.138192879036518779e+00
7.070086257238301572e-03 3.154329215679207987e+00
7.135537836657624214e-03 3.170434007035409785e+00
7.201595336442366893e-03 3.186505069034927917e+00
7.268264365922236063e-03 3.202540189414560423e+00
7.335550586355508995e-03 3.218537127590803237e+00
7.403459711409791574e-03 3.234493614532634620e+00
7.471997507647150198e-03 3.250407352634290259e+00
7.541169795013807735e-03 3.266276015588073012e+00
7.610982447334375782e-03 3.282097248257160871e+00
7.681441392810574656e-03 3.297868666548392280e+00
7.752552614524700451e-03 3.313587857285093197e+00
7.824322150947627535e-03 3.329252378079878838e+00
7.896756096451589338e-03 3.344859757207517603e+00
7.969860601827720090e-03 3.360407493477864715e+00
8.043641874808295927e-03 3.375893056108897117e+00
8.118106180593900878e-03 3.391313884599920225e+00
8.193259842385468283e-03 3.406667388605040259e+00
8.269109241921163839e-03 3.421950947806921217e+00
8.345660820018327083e-03 3.437161911790988622e+00
8.422921077120422775e-03 3.452297599920188809e+00
8.500896573848979593e-03 3.467355301210400143e+00
8.579593931560717396e-03 3.482332274206711542e+00
8.659019832909831821e-03 3.497225746860709084e+00
8.739181022415399777e-03 3.512032916408972749e+00
8.820084307034157384e-03 3.526750949253058653e+00
8.901736556738468198e-03 3.541376980841170141e+00
8.984144705099707251e-03 3.555908115551839721e+00
9.067315749877071299e-03 3.570341426579942024e+00
9.151256753611732020e-03 3.584673955825367742e+00
9.235974844226597577e-03 3.598902713784775997e+00
9.321477215631606209e-03 3.613024679446852794e+00
9.407771128334546651e-03 3.627036800191536514e+00
9.494863910057627435e-03 3.640935991693732277e+00
9.582762956359730869e-03 3.654719137832104447e+00
9.671475731264365591e-03 3.668383090603519747e+00
9.761009767893536263e-03 3.681924670043847936e+00
9.851372669107374275e-03 3.695340664155840393e+00
9.942572108149761931e-03 3.708627828844852203e+00
1.003461582929994315e-02 3.721782887863294587e+00
1.012751164853008083e-02 3.734802532764703198e+00
1.022126745416897936e-02 3.747683422868439695e+00
1.031589120757196547e-02 3.760422185236079073e+00
1.041139094379686832e-02 3.773015414660624067e+00
1.050777477228635563e-02 3.785459673669776759e+00
1.060505087755658597e-02 3.797751492544619190e+00
1.070322751989213374e-02 3.809887369355032138e+00
1.080231303604749400e-02 3.821863770013449457e+00
1.090231583995493990e-02 3.833677128348461416e+00
1.100324442343902399e-02 3.845323846200083384e+00
1.110510735693770630e-02 3.856800293538395152e+00
1.120791329023005517e-02 3.868102808607570164e+00
1.131167095317077952e-02 3.879227698097325039e+00
1.141638915643156810e-02 3.890171237343952093e+00
1.152207679224918728e-02 3.900929670563262786e+00
1.162874283518060790e-02 3.911499211117867247e+00
1.173639634286512308e-02 3.921876041821403369e+00
1.184504645679339968e-02 3.932056315282371539e+00
1.195470240308383475e-02 3.942036154290514460e+00
1.206537349326591325e-02 3.951811652248706341e+00
1.217706912507094189e-02 3.961378873653564447e+00
1.228979878323010339e-02 3.970733854628090587e+00
1.240357204027978111e-02 3.979872603509826412e+00
1.251839855737446432e-02 3.988791101498222247e+00
1.263428808510716830e-02 3.997485303365002185e+00
1.275125046433733290e-02 4.005951138231545805e+00
1.286929562702651512e-02 4.014184510417416973e+00
1.298843359708180302e-02 4.022181300364443324e+00
1.310867449120692828e-02 4.029937365640766878e+00
1.323002851976137241e-02 4.037448542029618892e+00
1.335250598762743011e-02 4.044710644707629754e+00
1.347611729508516390e-02 4.051719469517678363e+00
1.360087293869565762e-02 4.058470794341523913e+00
1.372678351219225150e-02 4.064960380577463894e+00
1.385385970738015060e-02 4.071183974728579180e+00
1.398211231504438087e-02 4.077137310107182167e+00
1.411155222586600415e-02 4.082816108661224241e+00
1.424219043134696168e-02 4.088216082928592954e+00
1.437403802474345946e-02 4.093332938125262999e+00
1.450710620200788489e-02 4.098162374373459649e+00
1.464140626273955845e-02 4.102700089075994150e+00
1.477694961114429245e-02 4.106941779443058493e+00
1.491374775700268947e-02 4.110883145177736786e+00
1.505181231664762601e-02 4.114519891326645862e+00
1.519115501395054864e-02 4.117847731301884195e+00
1.533178768131707170e-02 4.120862390080749726e+00
1.547372226069178118e-02 4.123559607589313281e+00
1.561697080457219618e-02 4.125935142276032863e+00
1.576154547703226966e-02 4.127984774881441332e+00
1.590745855475535903e-02 4.129704312409625544e+00
1.605472242807661279e-02 4.131089592307234604e+00
1.620334960203515320e-02 4.132136486855261026e+00
1.635335269743600287e-02 4.132840907778686734e+00
1.650474445192168932e-02 4.133198811078630186e+00
1.665753772105397698e-02 4.133206202091254333e+00
1.681174547940541761e-02 4.132859140777258133e+00
1.696738082166113562e-02 4.132153747245072672e+00
1.712445696373083096e-02 4.131086207510500152e+00
1.728298724387091270e-02 4.129652779494684012e+00
1.744298512381717986e-02 4.127849799261618102e+00
1.760446418992799023e-02 4.125673687495594599e+00
1.776743815433785151e-02 4.123120956218083499e+00
1.793192085612186140e-02 4.120188215742532023e+00
1.809792626247089947e-02 4.116872181864558833e+00
1.826546846987757433e-02 4.113169683283926403e+00
1.843456170533327651e-02 4.109077669253280440e+00
1.860522032753634744e-02 4.104593217447611408e+00
1.877745882811122230e-02 4.099713542046798054e+00
1.895129183283914345e-02 4.094436002022209031e+00
1.912673410290000042e-02 4.088758109616899894e+00
1.930380053612584454e-02 4.082677539007119272e+00
1.948250616826599155e-02 4.076192135131380567e+00
1.966286617426370523e-02 4.069299922671498315e+00
1.984489586954482632e-02 4.061999115168102747e+00
2.002861071131837103e-02 4.054288124251538505e+00
2.021402629988896388e-02 4.046165568966804571e+00
2.040115837998161125e-02 4.037630285169546696e+00
2.059002284207875344e-02 4.028681334967977534e+00
2.078063572376944931e-02 4.019318016183638598e+00
2.097301321111141523e-02 4.009539871801971245e+00
2.116717164000531115e-02 3.999346699381651771e+00
2.136312749758199209e-02 3.988738560389683219e+00
2.156089742360258951e-02 3.977715789427403781e+00
2.176049821187135691e-02 3.966279003310616336e+00
2.196194681166180329e-02 3.954429109965350353e+00
2.216526032915601060e-02 3.942167317099134038e+00
2.237045602889710036e-02 3.929495140606011461e+00
2.257755133525532476e-02 3.916414412662224009e+00
2.278656383390773726e-02 3.902927289468217875e+00
2.299751127333134887e-02 3.889036258591537454e+00
2.321041156631042587e-02 3.874744145864449152e+00
2.342528279145741563e-02 3.860054121789388670e+00
2.364214319474817680e-02 3.844969707405068160e+00
2.386101119107141705e-02 3.829494779565993046e+00
2.408190536579227561e-02 3.813633575588306623e+00
2.430484447633057474e-02 3.797390697215538236e+00
2.452984745375371214e-02 3.780771113858553356e+00
2.475693340438404541e-02 3.763780165065384598e+00
2.498612161142140312e-02 3.746423562178117450e+00
2.521743153658061870e-02 3.728707389136030947e+00
2.545088282174396907e-02 3.710638102386550230e+00
2.568649529062917020e-02 3.692222529868311121e+00
2.592428895047280135e-02 3.673467869033803179e+00
2.616428399372905389e-02 3.654381683882603760e+00
2.640650079978459908e-02 3.634971900980119575e+00
2.665095993668893659e-02 3.615246804441121675e+00
2.689768216290103556e-02 3.595215029861962730e+00
2.714668842905211890e-02 3.574885557190393914e+00
2.739799987972457024e-02 3.554267702527280637e+00
2.765163785524749410e-02 3.533371108860038134e+00
2.790762389350896419e-02 3.512205735733561873e+00
2.816597973178473074e-02 3.490781847870443766e+00
2.842672730858417790e-02 3.469110002758533096e+00
2.868988876551330225e-02 3.447201037230308351e+00
2.895548644915472286e-02 3.425066053064877991e+00
2.922354291296545836e-02 3.402716401649962918e+00
2.949408091919189165e-02 3.380163667747563050e+00
2.976712344080272368e-02 3.357419652413304423e+00
3.004269366343982617e-02 3.334496355125584177e+00
3.032081498738691677e-02 3.311405955186534467e+00
3.060151102955666752e-02 3.288160792462361037e+00
3.088480562549628106e-02 3.264773347535768533e+00
3.117072283141129885e-02 3.241256221348102429e+00
3.145928692620846012e-02 3.217622114412892476e+00
3.175052241355744848e-02 3.193883805686322130e+00
3.204445402397144982e-02 3.170054131183183355e+00
3.234110671690737515e-02 3.146145962429261367e+00
3.264050568288513060e-02 3.122172184842803677e+00
3.294267634562676739e-02 3.098145676138592819e+00
3.324764436421545621e-02 3.074079284848352245e+00
3.355543563527416118e-02 3.049985809050381746e+00
3.386607629516478341e-02 3.025877975399806186e+00
3.417959272220762873e-02 3.001768418548400597e+00
3.449601153892115774e-02 2.977669661039648030e+00
3.481535961428276066e-02 2.953594093760384176e+00
3.513766406601046000e-02 2.929553957025578192e+00
3.546295226286544366e-02 2.905561322366773780e+00
3.579125182697617119e-02 2.881628075088050966e+00
3.612259063618408067e-02 2.857765897646057152e+00
3.645699682641059813e-02 2.833986253902451402e+00
3.679449879404658036e-02 2.810300374288320135e+00
3.713512519836342091e-02 2.786719241910808442e+00
3.747890496394672838e-02 2.763253579622312994e+00
3.782586728315264629e-02 2.739913838062264517e+00
3.817604161858648149e-02 2.716710184670951822e+00
3.852945770560467498e-02 2.693652493663907688e+00
3.888614555483993485e-02 2.670750336944370584e+00
3.924613545474936460e-02 2.648012975920314371e+00
3.960945797418654463e-02 2.625449354181509598e+00
3.997614396499746259e-02 2.603068090981267790e+00
4.034622456464001528e-02 2.580877475457094672e+00
4.071973119882840025e-02 2.558885461514241566e+00
4.109669558420139812e-02 2.537099663286741968e+00
4.147714973101569030e-02 2.515527351081410234e+00
4.186112594586422625e-02 2.494175447702236870e+00
4.224865683441926534e-02 2.473050525045232373e+00
4.263977530420125228e-02 2.452158800847455744e+00
4.303451456737333175e-02 2.431506135468648466e+00
4.343290814356132873e-02 2.411098028579897523e+00
4.383498986270019382e-02 2.390939615630842674e+00
4.424079386790687879e-02 2.371035663965553208e+00
4.465035461837928848e-02 2.351390568457205621e+00
4.506370689232278015e-02 2.332008346533167131e+00
4.548088578990307912e-02 2.312892632465316733e+00
4.590192673622694314e-02 2.294046670805179211e+00
4.632686548435050594e-02 2.275473308849956133e+00
4.675573811831494619e-02 2.257174988033979979e+00
4.718858105621077242e-02 2.239153734150103325e+00
4.762543105327042559e-02 2.221411146317656016e+00
4.806632520498910210e-02 2.203948384627485879e+00
4.851130095027487987e-02 2.186766156410403283e+00
4.896039607462802923e-02 2.169864701093122683e+00
4.941364871334926606e-02 2.153243773625576729e+00
4.987109735477842504e-02 2.136902626484968426e+00
5.033278084356240106e-02 2.120839990285755761e+00
5.079873838395380231e-02 2.105054053050006591e+00
5.126900954314017600e-02 2.089542438220123532e+00
5.174363425460359878e-02 2.074302181525079725e+00
5.222265282151178356e-02 2.059329706842216723e+00
5.270610592014066120e-02 2.044620801229378060e+00
5.319403460332806921e-02 2.030170589336304232e+00
5.368648030396000470e-02 2.015973507439811740e+00
5.418348483848905300e-02 2.002023277384209710e+00
5.468509041048496416e-02 1.988312880746270217e+00
5.519133961421855000e-02 1.974834533582764173e+00
5.570227543827881850e-02 1.961579662157785675e+00
5.621794126922295687e-02 1.948538880086324365e+00
5.673838089526099526e-02 1.935701967369531928e+00
5.726363850997374244e-02 1.923057851835286991e+00
5.779375871606567960e-02 1.910594593534387098e+00
5.832878652915260420e-02 1.898299372677403563e+00
5.886876738158385025e-02 1.886158481729138359e+00
5.941374712630035498e-02 1.874157322305790796e+00
5.996377204072848854e-02 1.862280407543608796e+00
6.051888883070940389e-02 1.850511370625899321e+00
6.107914463446527387e-02 1.838832980166436926e+00
6.164458702660222805e-02 1.827227163150837219e+00
6.221526402214980905e-02 1.815675036131666253e+00
6.279122408063868288e-02 1.804156945356807595e+00
6.337251611021516018e-02 1.792652516482681424e+00
6.395918947179451974e-02 1.781140714482795762e+00
6.455129398325268331e-02 1.769599914306675181e+00
6.514887992365615832e-02 1.758007982773206468e+00
6.575199803753171979e-02 1.746342372094792594e+00
6.636069953917565767e-02 1.734580225323547387e+00
6.697503611700225679e-02 1.722698493887405258e+00
6.759505993793316070e-02 1.710674067242086149e+00
6.822082365182738362e-02 1.698483914504344439e+00
6.885238039595166504e-02 1.686105237753376063e+00
6.948978379949313777e-02 1.673515636491123448e+00
7.013308798811293543e-02 1.660693282540543825e+00
7.078234758854237696e-02 1.647617104435079360e+00
7.143761773322203357e-02 1.634266980115611778e+00
7.209895406498272041e-02 1.620623936506257357e+00
7.276641274177086949e-02 1.606670354291223513e+00
7.344005044141728444e-02 1.592390175966592825e+00
7.411992436644965210e-02 1.577769114998126332e+00
7.480609224895012899e-02 1.562794863684971114e+00
7.549861235545790583e-02 1.547457297115915065e+00
7.619754349191658338e-02 1.531748670415851166e+00
7.690294500866790006e-02 1.515663806322572471e+00
7.761487680549172818e-02 1.499200270014702685e+00
7.833339933669207500e-02 1.482358528037208245e+00
7.905857361623110091e-02 1.465142088147923571e+00
7.979046122290973930e-02 1.447557616942756198e+00
8.052912430559688861e-02 1.429615032213266135e+00
8.127462558850707952e-02 1.411327567152167894e+00
8.202702837652629808e-02 1.392711803752107791e+00
8.278639656058781049e-02 1.373787673041311885e+00
8.355279462309772587e-02 1.354578420165466035e+00
8.432628764341015826e-02 1.335110532754763435e+00
8.510694130335365315e-02 1.315413631503174141e+00
8.589482189280894797e-02 1.295520322425825821e+00
8.668999631533738648e-02 1.275466010840079489e+00
8.749253209386283203e-02 1.255288677724238022e+00
8.830249737640474827e-02 1.235028619731348920e+00
8.911996094186538930e-02 1.214728154758513146e+00
8.994499220587043320e-02 1.194431295578423757e+00
9.077766122666300341e-02 1.174183394612450915e+00
9.161803871105286823e-02 1.154030763446663110e+00
9.246619602042098485e-02 1.134020271147874404e+00
9.332220517677856930e-02 1.114198925811814567e+00
9.418613886888321796e-02 1.094613444057589646e+00
9.505807045841162262e-02 1.075309813363283462e+00
9.593807398618846294e-02 1.056332852211633311e+00
9.682622417847443208e-02 1.037725772981513916e+00
9.772259645331098088e-02 1.019529752385134325e+00
9.862726692692479202e-02 1.001783514021390875e+00
9.954031242019160952e-02 9.845229273074030951e-01
1.004618104651587851e-01 9.677806266821269432e-01
1.013918393116299138e-01 9.515856545711112169e-01
1.023304779338082698e-01 9.359631311870084680e-01
1.032778060370043022e-01 9.209339538440901585e-01
1.042339040644032488e-01 9.065145281161542945e-01
1.051988532038953955e-01 8.927165328924071552e-01
1.061727353949715180e-01 8.795467212091692133e-01
1.071556333356801921e-01 8.670067586744480970e-01
1.081476304896495239e-01 8.550931013675650005e-01
1.091488110931758265e-01 8.437969152878728174e-01
1.101592601623759826e-01 8.331040397344312565e-01
1.111790635004059752e-01 8.229949973992027878e-01
1.122083077047482808e-01 8.134450544142374229e-01
1.132470801745645017e-01 8.044243340603496328e-01
1.142954691181173460e-01 7.958979882613892443e-01
1.153535635602600251e-01 7.878264312864138308e-01
1.164214533499972476e-01 7.801656401877510305e-01
1.174992291681141443e-01 7.728675263409541252e-01
1.185869825348757622e-01 7.658803819509460986e-01
1.196848058178000551e-01 7.591494044849581568e-01
1.207927922395005960e-01 7.526173006399107246e-01
1.219110358856019816e-01 7.462249696237187591e-01
1.230396317127305794e-01 7.399122632279282463e-01
1.241786755565771894e-01 7.336188174256592642e-01
1.253282641400342290e-01 7.272849471116855646e-01
1.264884950814105236e-01 7.208525922144155551e-01
1.276594669027199813e-01 7.142662998916982087e-01
1.288412790380468465e-01 7.074742240443931962e-01
1.300340318419906938e-01 7.004291201395214106e-01
1.312378265981875014e-01 6.930893105406588095e-01
1.324527655279094107e-01 6.854195934130365986e-01
1.336789517987463927e-01 6.773920670112069109e-01
1.349164895333662129e-01 6.689868409497709001e-01
1.361654838183551375e-01 6.601926070434955829e-01
1.374260407131431272e-01 6.510070445680256057e-01
1.386982672590091614e-01 6.414370383540597409e-01
1.399822714881699404e-01 6.314986929265171689e-01
1.412781624329551011e-01 6.212171317942968285e-01
1.425860501350647846e-01 6.106260777633620851e-01
1.439060456549143829e-01 5.997672174900904318e-01
1.452382610810642738e-01 5.886893610588175285e-01
1.465828095397396502e-01 5.774474147641677213e-01
1.479398052044357537e-01 5.661011921006997571e-01
1.493093633056122305e-01 5.547140938223433793e-01
1.506916001404798033e-01 5.433516924951591331e-01
1.520866330828747892e-01 5.320802599715432901e-01
1.534945805932251828e-01 5.209652775104947064e-01
1.549155622286115530e-01 5.100699678303566298e-01
1.563496986529184785e-01 4.994538863140002283e-01
1.577971116470798796e-01 4.891716051276576716e-01
1.592579241194220230e-01 4.792715195121772798e-01
1.607322601160995068e-01 4.697948003898252400e-01
1.622202448316276413e-01 4.607745121706251501e-01
1.637220046195155265e-01 4.522349096989805584e-01
1.652376670029944428e-01 4.441909240474257170e-01
1.667673606858455781e-01 4.366478436156183141e-01
1.683112155633310625e-01 4.296011948439504846e-01
1.698693627332231171e-01 4.230368257279127908e-01
1.714419345069352896e-01 4.169311949502080838e-01
1.730290644207598538e-01 4.112518693834226746e-01
1.746308872472058515e-01 4.059582323730137055e-01
1.762475390064440206e-01 4.010024039401184903e-01
1.778791569778556403e-01 3.963303712218426700e-01
1.795258797116920102e-01 3.918833225918441632e-01
1.811878470408382902e-01 3.875991716967402412e-01
1.828652000926866139e-01 3.834142481297654892e-01
1.845580813011221122e-01 3.792651200291690672e-01
1.862666344186167944e-01 3.750905012978299480e-01
1.879910045284352571e-01 3.708331834972058982e-01
1.897313380569567998e-01 3.664419211335766535e-01
1.914877827861082016e-01 3.618731905093535151e-01
1.932604878659116565e-01 3.570927379883963582e-01
1.950496038271522514e-01 3.520768346132442939e-01
1.968552825941592421e-01 3.468131612807686670e-01
1.986776774977056792e-01 3.413012623213373953e-01
2.005169432880310187e-01 3.355525248558167140e-01
2.023732361479806119e-01 3.295896655611937898e-01
2.042467137062669857e-01 3.234457336889573487e-01
2.061375350508573845e-01 3.171626671410549547e-01
2.080458607424816586e-01 3.107894647104607055e-01
2.099718528282651930e-01 3.043800599246124783e-01
2.119156748554917591e-01 2.979909983680497643e-01
2.138774918854899898e-01 2.916790296302216867e-01
2.158574705076485301e-01 2.854987266712709637e-01
2.178557788535645523e-01 2.795002398435836310e-01
2.198725866113191707e-01 2.737272812637494002e-01
2.219080650398874699e-01 2.682154194893233146e-01
2.239623869836794012e-01 2.629907465680035861e-01
2.260357268872196235e-01 2.580689614337746685e-01
2.281282608099592657e-01 2.534548968034780470e-01
2.302401664412248306e-01 2.491425019300846366e-01
2.323716231153096501e-01 2.451152807087056684e-01
2.345228118267007056e-01 2.413471728564622887e-01
2.366939152454465567e-01 2.378038538459410767e-01
2.388851177326718200e-01 2.344444155268645968e-01
2.410966053562308975e-01 2.312233728855883352e-01
2.433285659065066442e-01 2.280929229863378760e-01
2.455811889123595548e-01 2.250053607960868229e-01
2.478546656572205575e-01 2.219155355368483129e-01
2.501491891953322444e-01 2.187832136694805862e-01
2.524649543681454222e-01 2.155752043352394676e-01
2.548021578208626292e-01 2.122671036010397028e-01
2.571609980191350564e-01 2.088445277081638352e-01
2.595416752659182036e-01 2.053037335508867411e-01
2.619443917184796633e-01 2.016515655181674305e-01
2.643693514055635019e-01 1.979047181513262366e-01
2.668167602447188980e-01 1.940883585646404341e-01
2.692868260597842123e-01 1.902342050296357834e-01
2.717797585985328723e-01 1.863782023908322483e-01
2.742957695504876225e-01 1.825579660522450853e-01
2.768350725648939803e-01 1.788101811328261792e-01
2.793978832688636116e-01 1.751681414412926130e-01
2.819844192856824638e-01 1.716595958973838321e-01
2.845949002532934258e-01 1.683050413800227241e-01
2.872295478429457427e-01 1.651165649426858395e-01
2.898885857780164055e-01 1.620972988874131160e-01
2.925722398530116175e-01 1.592415122690662155e-01
2.952807379527381815e-01 1.565353235564907464e-01
2.980143100716530213e-01 1.539579817776822457e-01
3.007731883333970013e-01 1.514836274181330378e-01
3.035576070105038271e-01 1.490834099830200543e-01
3.063678025442919117e-01 1.467278081114793409e-01
3.092040135649455346e-01 1.443889737113568383e-01
3.120664809117766336e-01 1.420429083240407064e-01
3.149554476536737813e-01 1.396712826551782805e-01
3.178711591097466149e-01 1.372627325383174168e-01
3.208138628701552308e-01 1.348135074768570807e-01
3.237838088171326456e-01 1.323274086200982858e-01
3.267812491462076530e-01 1.298150251082808015e-01
3.298064383876184169e-01 1.272923518918125385e-01
3.328596334279237956e-01 1.247789380717605756e-01
3.359410935318213887e-01 1.222957632927676591e-01
3.390510803641603732e-01 1.198630644841894161e-01
3.421898580121625622e-01 1.174983340722077635e-01
3.453576930078445240e-01 1.152146854978914198e-01
3.485548543506548635e-01 1.130197373533422117e-01
3.517816135303142855e-01 1.109151100979090254e-01
3.550382445498671546e-01 1.088965656034600882e-01
3.583250239489532696e-01 1.069547553316647220e-01
3.616422308272880248e-01 1.050764824672712344e-01
3.649901468683603434e-01 1.032463311101114861e-01
3.683690563633565396e-01 1.014484761818872094e-01
3.717792462352988436e-01 9.966846594657559344e-02
3.752210060634074695e-01 9.789476963071076787e-02
3.786946281076949972e-01 9.611990853232442455e-02
3.822004073337817442e-01 9.434103983182501318e-02
3.857386414379404549e-01 9.255993314314835130e-02
3.893096308723804078e-01 9.078236124729077705e-02
3.929136788707579542e-01 8.901700598412688736e-02
3.965510914739237003e-01 8.727404505385777389e-02
4.002221775559148820e-01 8.556362505693389242e-02
4.039272488501812752e-01 8.389443472467196516e-02
4.076666199760539677e-01 8.227256978838247414e-02
4.114406084654662621e-01 8.070083215284472311e-02
