# EHPower estimated for Planck15 cosmology at a=1.00 with nbodykit
# k, P(k)
1.928157789796516820e-03 6.881981755714362407e+03
1.946007780322820280e-03 6.938345600825748079e+03
1.964023017782481288e-03 6.995098208090504158e+03
1.982205031954963753e-03 7.052240721230444251e+03
2.000555366781721529e-03 7.109774253649915408e+03
2.019075580497307724e-03 7.167699887643560032e+03
2.037767245761681629e-03 7.226018673595104701e+03
2.056631949793759871e-03 7.284731629167320534e+03
2.075671294506201831e-03 7.343839738483169640e+03
2.094886896641422365e-03 7.403343951298098546e+03
2.114280387908896476e-03 7.463245182163755999e+03
2.133853415123702132e-03 7.523544309582949609e+03
2.153607640346368469e-03 7.584242175156112353e+03
2.173544741024015063e-03 7.645339582719303507e+03
2.193666410132783570e-03 7.706837297473683975e+03
2.213974356321602929e-03 7.768736045106769780e+03
2.234470304057288147e-03 7.831036510905440082e+03
2.255155993770961795e-03 7.893739338860707903e+03
2.276033182005850284e-03 7.956845130764551868e+03
2.297103641566449264e-03 8.020354445298724386e+03
2.318369161669046885e-03 8.084267797115727262e+03
2.339831548093676029e-03 8.148585655912076618e+03
2.361492623337435245e-03 8.213308445493894396e+03
2.383354226769256439e-03 8.278436542835035652e+03
2.405418214786104146e-03 8.343970277127857116e+03
2.427686460970595976e-03 8.409909928826604300e+03
2.450160856250109716e-03 8.476255728683807320e+03
2.472843309057358874e-03 8.543007856779651775e+03
2.495735745492434071e-03 8.610166441544384725e+03
2.518840109486367509e-03 8.677731558774152290e+03
2.542158362966210998e-03 8.745703230640217953e+03
2.565692486021616675e-03 8.814081424691696157e+03
2.589444477072998501e-03 8.882866052852154098e+03
2.613416353041212066e-03 8.952056970409983478e+03
2.637610149518830778e-03 9.021653975002889638e+03
2.662027920943008021e-03 9.091656805596681806e+03
2.686671740769915745e-03 9.162065141458278958e+03
2.711543701650820197e-03 9.232878601123449698e+03
2.736645915609792201e-03 9.304096741359242515e+03
2.761980514223032462e-03 9.375719056121326503e+03
2.787549648799886055e-03 9.447744975506437186e+03
2.813355490565530928e-03 9.520173864700242120e+03
2.839400230845331302e-03 9.593005022920498959e+03
2.865686081250925794e-03 9.666237682356044388e+03
2.892215273868036819e-03 9.739871007101701252e+03
2.918990061445988701e-03 9.813904092089087499e+03
2.946012717589026417e-03 9.888335962013941753e+03
2.973285536949359532e-03 9.963165570259778178e+03
3.000810835422023683e-03 1.003839179781829080e+04
3.028590950341545317e-03 1.011401345220676740e+04
3.056628240680400992e-03 1.019002926638246936e+04
3.084925087249339778e-03 1.026643789765450310e+04
3.113483892899563538e-03 1.034323792659321771e+04
3.142307082726743857e-03 1.042042785593733061e+04
3.171397104276965813e-03 1.049800610949913607e+04
3.200756427754569092e-03 1.057597103106795657e+04
3.230387546231886908e-03 1.065432088331196428e+04
3.260292975860973330e-03 1.073305384667882754e+04
3.290475256087240560e-03 1.081216801829513497e+04
3.320936949865109337e-03 1.089166141086504467e+04
3.351680643875652992e-03 1.097153195156835318e+04
3.382708948746228610e-03 1.105177748095804600e+04
3.414024499272171227e-03 1.113239575185780632e+04
3.445629954640538027e-03 1.121338442825958373e+04
3.477527998655897783e-03 1.129474108422134668e+04
3.509721339968236223e-03 1.137646320276557526e+04
3.542212712302974728e-03 1.145854817477836696e+04
3.575004874693083270e-03 1.154099329790956835e+04
3.608100611713392983e-03 1.162379577547425833e+04
3.641502733717027259e-03 1.170695271535551001e+04
3.675214077074054602e-03 1.179046112890897530e+04
3.709237504412353677e-03 1.187431792986941218e+04
3.743575904860671922e-03 1.195851993325920921e+04
3.778232194293972696e-03 1.204306385429942384e+04
3.813209315581046668e-03 1.212794630732340011e+04
3.848510238834389630e-03 1.221316380469308388e+04
3.884137961662418714e-03 1.229871275571849947e+04
3.920095509424033516e-03 1.238458946558043681e+04
3.956385935485485714e-03 1.247079013425652192e+04
3.993012321479693337e-03 1.255731085545108544e+04
4.029977777567887373e-03 1.264414761552873460e+04
4.067285442703733392e-03 1.273129629245217257e+04
4.104938484899882216e-03 1.281875265472413594e+04
4.142940101496967419e-03 1.290651236033389250e+04
4.181293519435116436e-03 1.299457095570830643e+04
4.220001995527986570e-03 1.308292387466782566e+04
4.259068816739291184e-03 1.317156643738736784e+04
4.298497300461929724e-03 1.326049384936246679e+04
4.338290794799699868e-03 1.334970120038074856e+04
4.378452678851577941e-03 1.343918346349886997e+04
4.418986362998670800e-03 1.352893549402513599e+04
4.459895289193826183e-03 1.361895202850800160e+04
4.501182931253876369e-03 1.370922768373035615e+04
4.542852795154655662e-03 1.379975695571005417e+04
4.584908419328685876e-03 1.389053421870652710e+04
4.627353374965653861e-03 1.398155372423377230e+04
4.670191266315677596e-03 1.407280960007979047e+04
4.713425730995337432e-03 1.416429584933249316e+04
4.757060440296582635e-03 1.425600634941228600e+04
4.801099099498492423e-03 1.434793485111135669e+04
4.845545448181888017e-03 1.444007497763972060e+04
4.890403260546896322e-03 1.453242022367808931e+04
4.935676345733449634e-03 1.462496395443778238e+04
4.981368548144716156e-03 1.471769940472735834e+04
5.027483747773582763e-03 1.481061967802649633e+04
5.074025860532094603e-03 1.490371774556661148e+04
5.120998838583997251e-03 1.499698644541871909e+04
5.168406670680349320e-03 1.509041848158823996e+04
5.216253382498200336e-03 1.518400642311678348e+04
5.264543036982450956e-03 1.527774270319099196e+04
5.313279734690879927e-03 1.537161961825837170e+04
5.362467614142308291e-03 1.546562932714999260e+04
5.412110852168045688e-03 1.555976385021009446e+04
5.462213664266587533e-03 1.565401506843254538e+04
5.512780304961535302e-03 1.574837472260397954e+04
5.563815068162917751e-03 1.584283441245362155e+04
5.615322287531777749e-03 1.593738559580966285e+04
5.667306336848177382e-03 1.603201958776200445e+04
5.719771630382627405e-03 1.612672755983149909e+04
5.772722623270888989e-03 1.622150053914513592e+04
5.826163811892302175e-03 1.631632940761744976e+04
5.880099734251621919e-03 1.641120490113771302e+04
5.934534970364325340e-03 1.650611760876287372e+04
5.989474142645552328e-03 1.660105797191601232e+04
6.044921916302633570e-03 1.669601628359015376e+04
6.100882999731207720e-03 1.679098268755719255e+04
6.157362144915057810e-03 1.688594717758177285e+04
6.214364147829645225e-03 1.698089959663990885e+04
6.271893848849324771e-03 1.707582963614199252e+04
6.329956133158416015e-03 1.717072683516022516e+04
6.388555931165990423e-03 1.726558057965985790e+04
6.447698218924559875e-03 1.736038010173433941e+04
6.507388018552642296e-03 1.745511447884399604e+04
6.567630398661179238e-03 1.754977263305778615e+04
6.628430474783962405e-03 1.764434333029824120e+04
6.689793409812041375e-03 1.773881517958907352e+04
6.751724414432097761e-03 1.783317663230522157e+04
6.814228747568932404e-03 1.792741598142510702e+04
6.877311716832055187e-03 1.802152136078495823e+04
6.940978678966333235e-03 1.811548074433469083e+04
7.005235040306923011e-03 1.820928194539533069e+04
7.070086257238301572e-03 1.830291261591764487e+04
7.135537836657624214e-03 1.839636024574174735e+04
7.201595336442366893e-03 1.848961216185755984e+04
7.268264365922236063e-03 1.858265552766582550e+04
7.335550586355508995e-03 1.867547734223946827e+04
7.403459711409791574e-03 1.876806443958545060e+04
7.471997507647150198e-03 1.886040348790654025e+04
7.541169795013807735e-03 1.895248098886326261e+04
7.610982447334375782e-03 1.904428327683594398e+04
7.681441392810574656e-03 1.913579651818647835e+04
7.752552614524700451e-03 1.922700671052045436e+04
7.824322150947627535e-03 1.931789968194907124e+04
7.896756096451589338e-03 1.940846109035145128e+04
7.969860601827720090e-03 1.949867642263730886e+04
8.043641874808295927e-03 1.958853099401028157e+04
8.118106180593900878e-03 1.967800994723218901e+04
8.193259842385468283e-03 1.976709825188885225e+04
8.269109241921163839e-03 1.985578070365760141e+04
8.345660820018327083e-03 1.994404192357731881e+04
8.422921077120422775e-03 2.003186635732174545e+04
8.500896573848979593e-03 2.011923827447656004e+04
8.579593931560717396e-03 2.020614176782147479e+04
8.659019832909831821e-03 2.029256075261821024e+04
8.739181022415399777e-03 2.037847896590546588e+04
8.820084307034157384e-03 2.046387996580252366e+04
8.901736556738468198e-03 2.054874713082264498e+04
8.984144705099707251e-03 2.063306365919816744e+04
9.067315749877071299e-03 2.071681256821900752e+04
9.151256753611732020e-03 2.079997669358682469e+04
9.235974844226597577e-03 2.088253868878681533e+04
9.321477215631606209e-03 2.096448102447998463e+04
9.407771128334546651e-03 2.104578598791843979e+04
9.494863910057627435e-03 2.112643568238662556e+04
9.582762956359730869e-03 2.120641202667214384e+04
9.671475731264365591e-03 2.128569675456932600e+04
9.761009767893536263e-03 2.136427141441961794e+04
9.851372669107374275e-03 2.144211736869316155e+04
9.942572108149761931e-03 2.151921579361578551e+04
1.003461582929994315e-02 2.159554767884671310e+04
1.012751164853008083e-02 2.167109382721203656e+04
1.022126745416897936e-02 2.174583485449987711e+04
1.031589120757196547e-02 2.181975118932342957e+04
1.041139094379686832e-02 2.189282307305830545e+04
1.050777477228635563e-02 2.196503055986159234e+04
1.060505087755658597e-02 2.203635351678017832e+04
1.070322751989213374e-02 2.210677162395632331e+04
1.080231303604749400e-02 2.217626437493952108e+04
1.090231583995493990e-02 2.224481107711362711e+04
1.100324442343902399e-02 2.231239085224961673e+04
1.110510735693770630e-02 2.237898263719399984e+04
1.120791329023005517e-02 2.244456518470455558e+04
1.131167095317077952e-02 2.250911706444513038e+04
1.141638915643156810e-02 2.257261666415218133e+04
1.152207679224918728e-02 2.263504219098636167e+04
1.162874283518060790e-02 2.269637167308344942e+04
1.173639634286512308e-02 2.275658296131960742e+04
1.184504645679339968e-02 2.281565373130648004e+04
1.195470240308383475e-02 2.287356148563314127e+04
1.206537349326591325e-02 2.293028355637215282e+04
1.217706912507094189e-02 2.298579710786824944e+04
1.228979878323010339e-02 2.304007913982902755e+04
1.240357204027978111e-02 2.309310649073768218e+04
1.251839855737446432e-02 2.314485584160931467e+04
1.263428808510716830e-02 2.319530372011287909e+04
1.275125046433733290e-02 2.324442650508183942e+04
1.286929562702651512e-02 2.329220043143781004e+04
1.298843359708180302e-02 2.333860159555242717e+04
1.310867449120692828e-02 2.338360596107339370e+04
1.323002851976137241e-02 2.342718936524204400e+04
1.335250598762743011e-02 2.346932752573041216e+04
1.347611729508516390e-02 2.350999604802699105e+04
1.360087293869565762e-02 2.354917043340132295e+04
1.372678351219225150e-02 2.358682608747809718e+04
1.385385970738015060e-02 2.362293832945289250e+04
1.398211231504438087e-02 2.365748240198222993e+04
1.411155222586600415e-02 2.369043348178118686e+04
1.424219043134696168e-02 2.372176669096320984e+04
1.437403802474345946e-02 2.375145710915653763e+04
1.450710620200788489e-02 2.377947978643306487e+04
1.464140626273955845e-02 2.380580975708534970e+04
1.477694961114429245e-02 2.383042205428825764e+04
1.491374775700268947e-02 2.385329172568167633e+04
1.505181231664762601e-02 2.387439384991109546e+04
1.519115501395054864e-02 2.389370355416256280e+04
1.533178768131707170e-02 2.391119603272888344e+04
1.547372226069178118e-02 2.392684656664271097e+04
1.561697080457219618e-02 2.394063054441237546e+04
1.576154547703226966e-02 2.395252348389538020e+04
1.590745855475535903e-02 2.396250105534279646e+04
1.605472242807661279e-02 2.397053910564790931e+04
1.620334960203515320e-02 2.397661368382934234e+04
1.635335269743600287e-02 2.398070106777842739e+04
1.650474445192168932e-02 2.398277779229761654e+04
1.665753772105397698e-02 2.398282067845468555e+04
1.681174547940541761e-02 2.398080686427484034e+04
1.696738082166113562e-02 2.397671383678891652e+04
1.712445696373083096e-02 2.397051946545355167e+04
1.728298724387091270e-02 2.396220203695424425e+04
1.744298512381717986e-02 2.395174029139833146e+04
1.760446418992799023e-02 2.393911345990021437e+04
1.776743815433785151e-02 2.392430130355585061e+04
1.793192085612186140e-02 2.390728415379787475e+04
1.809792626247089947e-02 2.388804295411641215e+04
1.826546846987757433e-02 2.386655930312491910e+04
1.843456170533327651e-02 2.384281549894185810e+04
1.860522032753634744e-02 2.381679458485291252e+04
1.877745882811122230e-02 2.378848039620981945e+04
1.895129183283914345e-02 2.375785760851318628e+04
1.912673410290000042e-02 2.372491178661850063e+04
1.930380053612584454e-02 2.368962943499441099e+04
1.948250616826599155e-02 2.365199804895311172e+04
1.966286617426370523e-02 2.361200616676258505e+04
1.984489586954482632e-02 2.356964342253916402e+04
2.002861071131837103e-02 2.352490059980954175e+04
2.021402629988896388e-02 2.347776968561851027e+04
2.040115837998161125e-02 2.342824392504895877e+04
2.059002284207875344e-02 2.337631787600836833e+04
2.078063572376944931e-02 2.332198746412463879e+04
2.097301321111141523e-02 2.326525003758276216e+04
2.116717164000531115e-02 2.320610442172227340e+04
2.136312749758199209e-02 2.314455097320384084e+04
2.156089742360258951e-02 2.308059163354295742e+04
2.176049821187135691e-02 2.301422998179715432e+04
2.196194681166180329e-02 2.294547128618344141e+04
2.216526032915601060e-02 2.287432255439308574e+04
2.237045602889710036e-02 2.280079258236155874e+04
2.257755133525532476e-02 2.272489200124349372e+04
2.278656383390773726e-02 2.264663332233548499e+04
2.299751127333134887e-02 2.256603097968300062e+04
2.321041156631042587e-02 2.248310137010374092e+04
2.342528279145741563e-02 2.239786289035499067e+04
2.364214319474817680e-02 2.231033597117162208e+04
2.386101119107141705e-02 2.222054310790029558e+04
2.408190536579227561e-02 2.212850888745690827e+04
2.430484447633057474e-02 2.203426001133769387e+04
2.452984745375371214e-02 2.193782531441899118e+04
2.475693340438404541e-02 2.183923577928831583e+04
2.498612161142140312e-02 2.173852454585847954e+04
2.521743153658061870e-02 2.163572691602770647e+04
2.545088282174396907e-02 2.153088035316298919e+04
2.568649529062917020e-02 2.142402447619935992e+04
2.592428895047280135e-02 2.131520104816625826e+04
2.616428399372905389e-02 2.120445395897302660e+04
2.640650079978459908e-02 2.109182920230773743e+04
2.665095993668893659e-02 2.097737484652924468e+04
2.689768216290103556e-02 2.086114099945911585e+04
2.714668842905211890e-02 2.074317976700885265e+04
2.739799987972457024e-02 2.062354520560959281e+04
2.765163785524749410e-02 2.050229326844312527e+04
2.790762389350896419e-02 2.037948174550772455e+04
2.816597973178473074e-02 2.025517019758724564e+04
2.842672730858417790e-02 2.012941988422828581e+04
2.868988876551330225e-02 2.000229368586730925e+04
2.895548644915472286e-02 1.987385602028668654e+04
2.922354291296545836e-02 1.974417275361620705e+04
2.949408091919189165e-02 1.961331110613379496e+04
2.976712344080272368e-02 1.948133955315549247e+04
3.004269366343982617e-02 1.934832772134024344e+04
3.032081498738691677e-02 1.921434628076952140e+04
3.060151102955666752e-02 1.907946683319362273e+04
3.088480562549628106e-02 1.894376179686664182e+04
3.117072283141129885e-02 1.880730428842053152e+04
3.145928692620846012e-02 1.867016800225223051e+04
3.175052241355744848e-02 1.853242708792013582e+04
3.204445402397144982e-02 1.839415602606371249e+04
3.234110671690737515e-02 1.825542950337403454e+04
3.264050568288513060e-02 1.811632228715281599e+04
3.294267634562676739e-02 1.797690910000264557e+04
3.324764436421545621e-02 1.783726449519213929e+04
3.355543563527416118e-02 1.769746273323527203e+04
3.386607629516478341e-02 1.755757766021489806e+04
3.417959272220762873e-02 1.741768258836687528e+04
3.449601153892115774e-02 1.727785017942159902e+04
3.481535961428276066e-02 1.713815233117523894e+04
3.513766406601046000e-02 1.699866006773464323e+04
3.546295226286544366e-02 1.685944343384528474e+04
3.579125182697617119e-02 1.672057139367262425e+04
3.612259063618408067e-02 1.658211173436521858e+04
3.645699682641059813e-02 1.644413097467994521e+04
3.679449879404658036e-02 1.630669427889889448e+04
3.713512519836342091e-02 1.616986537621345633e+04
3.747890496394672838e-02 1.603370648569369587e+04
3.782586728315264629e-02 1.589827824690103080e+04
3.817604161858648149e-02 1.576363965614132394e+04
3.852945770560467498e-02 1.562984800829143569e+04
3.888614555483993485e-02 1.549695884406908772e+04
3.924613545474936460e-02 1.536502590255136056e+04
3.960945797418654463e-02 1.523410107868352679e+04
3.997614396499746259e-02 1.510423438545706631e+04
4.034622456464001528e-02 1.497547392037513782e+04
4.071973119882840025e-02 1.484786583576453268e+04
4.109669558420139812e-02 1.472145431243846360e+04
4.147714973101569030e-02 1.459628153616170130e+04
4.186112594586422625e-02 1.447238767632298186e+04
4.224865683441926534e-02 1.434981086617670735e+04
4.263977530420125228e-02 1.422858718397921075e+04
4.303451456737333175e-02 1.410875063431434137e+04
4.343290814356132873e-02 1.399033312887945613e+04
4.383498986270019382e-02 1.387336446598651492e+04
4.424079386790687879e-02 1.375787230802455815e+04
4.465035461837928848e-02 1.364388215613001739e+04
4.506370689232278015e-02 1.353141732131993012e+04
4.548088578990307912e-02 1.342049889136163256e+04
4.590192673622694314e-02 1.331114569268032028e+04
4.632686548435050594e-02 1.320337424664340142e+04
4.675573811831494619e-02 1.309719871960960336e+04
4.718858105621077242e-02 1.299263086618887610e+04
4.762543105327042559e-02 1.288967996522922476e+04
4.806632520498910210e-02 1.278835274812739044e+04
4.851130095027487987e-02 1.268865331915187380e+04
4.896039607462802923e-02 1.259058306756990169e+04
4.941364871334926606e-02 1.249414057148488610e+04
4.987109735477842504e-02 1.239932149341537661e+04
5.033278084356240106e-02 1.230611846778503968e+04
5.079873838395380231e-02 1.221452098063940866e+04
5.126900954314017600e-02 1.212451524206529029e+04
5.174363425460359878e-02 1.203608405195773594e+04
5.222265282151178356e-02 1.194920665995872878e+04
5.270610592014066120e-02 1.186385862058181192e+04
5.319403460332806921e-02 1.178001164473484641e+04
5.368648030396000470e-02 1.169763344905986742e+04
5.418348483848905300e-02 1.161668760472298527e+04
5.468509041048496416e-02 1.153713338750734874e+04
5.519133961421855000e-02 1.145892563128633992e+04
5.570227543827881850e-02 1.138201458718203321e+04
5.621794126922295687e-02 1.130634579094137553e+04
5.673838089526099526e-02 1.123185994128886159e+04
5.726363850997374244e-02 1.115849279223589838e+04
5.779375871606567960e-02 1.108617506254012187e+04
5.832878652915260420e-02 1.101483236570930967e+04
5.886876738158385025e-02 1.094438516412967510e+04
5.941374712630035498e-02 1.087474875106175750e+04
5.996377204072848854e-02 1.080583326438447148e+04
6.051888883070940389e-02 1.073754373607283560e+04
6.107914463446527387e-02 1.066978018145982242e+04
6.164458702660222805e-02 1.060243773235306071e+04
6.221526402214980905e-02 1.053540681804364795e+04
6.279122408063868288e-02 1.046857339814995066e+04
6.337251611021516018e-02 1.040181925107724783e+04
6.395918947179451974e-02 1.033502232163553890e+04
6.455129398325268331e-02 1.026805713103610833e+04
6.514887992365615832e-02 1.020079525207554616e+04
6.575199803753171979e-02 1.013310585180717317e+04
6.636069953917565767e-02 1.006485630338984629e+04
6.697503611700225679e-02 9.995912868088122195e+03
6.759505993793316070e-02 9.926141447574427730e+03
6.822082365182738362e-02 9.855408405752245017e+03
6.885238039595166504e-02 9.783581458283515531e+03
6.948978379949313777e-02 9.710530626865262093e+03
7.013308798811293543e-02 9.636129254072191543e+03
7.078234758854237696e-02 9.560255073271771835e+03
7.143761773322203357e-02 9.482791326743261379e+03
7.209895406498272041e-02 9.403627923711022959e+03
7.276641274177086949e-02 9.322662628556885466e+03
7.344005044141728444e-02 9.239802268035145971e+03
7.411992436644965210e-02 9.154963944905253811e+03
7.480609224895012899e-02 9.068076244055535426e+03
7.549861235545790583e-02 8.979080415953996635e+03
7.619754349191658338e-02 8.887931521165777667e+03
7.690294500866790006e-02 8.794599518762599473e+03
7.761487680549172818e-02 8.699070280757221553e+03
7.833339933669207500e-02 8.601346514264594589e+03
7.905857361623110091e-02 8.501448572957626311e+03
7.979046122290973930e-02 8.399415139584378267e+03
8.052912430559688861e-02 8.295303761870482049e+03
8.127462558850707952e-02 8.189191225069895154e+03
8.202702837652629808e-02 8.081173745760418569e+03
8.278639656058781049e-02 7.971366973211054756e+03
8.355279462309772587e-02 7.859905786770515078e+03
8.432628764341015826e-02 7.746943880218887898e+03
8.510694130335365315e-02 7.632653126856744166e+03
8.589482189280894797e-02 7.517222722232429078e+03
8.668999631533738648e-02 7.400858104772149090e+03
8.749253209386283203e-02 7.283779658107225259e+03
8.830249737640474827e-02 7.166221202511006595e+03
8.911996094186538930e-02 7.048428286472500986e+03
8.994499220587043320e-02 6.930656292951915020e+03
9.077766122666300341e-02 6.813168378185810980e+03
9.161803871105286823e-02 6.696233263938768687e+03
9.246619602042098485e-02 6.580122906742791201e+03
9.332220517677856930e-02 6.465110069841518452e+03
9.418613886888321796e-02 6.351465825193122328e+03
9.505807045841162262e-02 6.239457013934101269e+03
9.593807398618846294e-02 6.129343694136083286e+03
9.682622417847443208e-02 6.021376604495124411e+03
9.772259645331098088e-02 5.915794671804797872e+03
9.862726692692479202e-02 5.812822588732960867e+03
9.954031242019160952e-02 5.712668486632504937e+03
1.004618104651587851e-01 5.615521725980298470e+03
1.013918393116299138e-01 5.521550824689539695e+03
1.023304779338082698e-01 5.430901542135880845e+03
1.032778060370043022e-01 5.343695134437776687e+03
1.042339040644032488e-01 5.260026794507287377e+03
1.051988532038953955e-01 5.179964288792990374e+03
1.061727353949715180e-01 5.103546801611173578e+03
1.071556333356801921e-01 5.030783997608655227e+03
1.081476304896495239e-01 4.961655313278564790e+03
1.091488110931758265e-01 4.896109489563637908e+03
1.101592601623759826e-01 4.834064359367745965e+03
1.111790635004059752e-01 4.775406906121395878e+03
1.122083077047482808e-01 4.719993612203949851e+03
1.132470801745645017e-01 4.667651118735244381e+03
1.142954691181173460e-01 4.618177220666598259e+03
1.153535635602600251e-01 4.571342222831545769e+03
1.164214533499972476e-01 4.526890683229827118e+03
1.174992291681141443e-01 4.484543568878231781e+03
1.185869825348757622e-01 4.444000846650811582e+03
1.196848058178000551e-01 4.404944526287257759e+03
1.207927922395005960e-01 4.367042164897798102e+03
1.219110358856019816e-01 4.329950831685077901e+03
1.230396317127305794e-01 4.293321518245699735e+03
1.241786755565771894e-01 4.256803963895515153e+03
1.253282641400342290e-01 4.220051847375472789e+03
1.264884950814105236e-01 4.182728276641605589e+03
1.276594669027199813e-01 4.144511488030457258e+03
1.288412790380468465e-01 4.105100645910371895e+03
1.300340318419906938e-01 4.064221615116763132e+03
1.312378265981875014e-01 4.021632562256428628e+03
1.324527655279094107e-01 3.977129229605576711e+03
1.336789517987463927e-01 3.930549718017397481e+03
1.349164895333662129e-01 3.881778614051835575e+03
1.361654838183551375e-01 3.830750302260405078e+03
1.374260407131431272e-01 3.777451316700847656e+03
1.386982672590091614e-01 3.721921606422876721e+03
1.399822714881699404e-01 3.664254617510322532e+03
1.412781624329551011e-01 3.604596128465220772e+03
1.425860501350647846e-01 3.543141814985477595e+03
1.439060456549143829e-01 3.480133562802341203e+03
1.452382610810642738e-01 3.415854591151119166e+03
1.465828095397396502e-01 3.350623492367565632e+03
1.479398052044357537e-01 3.284787332686471473e+03
1.493093633056122305e-01 3.218713993321116959e+03
1.506916001404798033e-01 3.152783957367765197e+03
1.520866330828747892e-01 3.087381765513313439e+03
1.534945805932251828e-01 3.022887371047190300e+03
1.549155622286115530e-01 2.959667622135856163e+03
1.563496986529184785e-01 2.898068087327791091e+03
1.577971116470798796e-01 2.838405420187512391e+03
1.592579241194220230e-01 2.780960432831865546e+03
1.607322601160995068e-01 2.725972018458428920e+03
1.622202448316276413e-01 2.673632032439924387e+03
1.637220046195155265e-01 2.624081212875413257e+03
1.652376670029944428e-01 2.577406196922012896e+03
1.667673606858455781e-01 2.533637670380156578e+03
1.683112155633310625e-01 2.492749675537446819e+03
1.698693627332231171e-01 2.454660095758566513e+03
1.714419345069352896e-01 2.419232333166789886e+03
1.730290644207598538e-01 2.386278195390199016e+03
1.746308872472058515e-01 2.355562005355152451e+03
1.762475390064440206e-01 2.326805940738976460e+03
1.778791569778556403e-01 2.299696593320115880e+03
1.795258797116920102e-01 2.273892710177856770e+03
1.811878470408382902e-01 2.249034036873647892e+03
1.828652000926866139e-01 2.224751127540691414e+03
1.845580813011221122e-01 2.200675920463387683e+03
1.862666344186167944e-01 2.176452804669173474e+03
1.879910045284352571e-01 2.151749829692531421e+03
1.897313380569567998e-01 2.126269644899020932e+03
1.914877827861082016e-01 2.099759705173907150e+03
1.932604878659116565e-01 2.072021254691089325e+03
1.950496038271522514e-01 2.042916606796711221e+03
1.968552825941592421e-01 2.012374280217685055e+03
1.986776774977056792e-01 1.980391630942912116e+03
2.005169432880310187e-01 1.947034732442822815e+03
2.023732361479806119e-01 1.912435397640353813e+03
2.042467137062669857e-01 1.876785393951222886e+03
2.061375350508573845e-01 1.840328064952515888e+03
2.080458607424816586e-01 1.803347724856466357e+03
2.099718528282651930e-01 1.766157321542725867e+03
2.119156748554917591e-01 1.729084959283827857e+03
2.138774918854899898e-01 1.692459926085447705e+03
2.158574705076485301e-01 1.656598880118749094e+03
2.178557788535645523e-01 1.621792817489279969e+03
2.198725866113191707e-01 1.588295376608092511e+03
2.219080650398874699e-01 1.556312943098337655e+03
2.239623869836794012e-01 1.525996915383052055e+03
2.260357268872196235e-01 1.497438386115295316e+03
2.281282608099592657e-01 1.470665397007900538e+03
2.302401664412248306e-01 1.445642838759790266e+03
2.323716231153096501e-01 1.422274993154620233e+03
2.345228118267007056e-01 1.400410646083886377e+03
2.366939152454465567e-01 1.379850630376735808e+03
2.388851177326718200e-01 1.360357577563165705e+03
2.410966053562308975e-01 1.341667562043422322e+03
2.433285659065066442e-01 1.323503208535334352e+03
2.455811889123595548e-01 1.305587709834857151e+03
2.478546656572205575e-01 1.287659079735883779e+03
2.501491891953322444e-01 1.269483864181848958e+03
2.524649543681454222e-01 1.250869474084643798e+03
2.548021578208626292e-01 1.231674306262038044e+03
2.571609980191350564e-01 1.211814899330993967e+03
2.595416752659182036e-01 1.191269534018629429e+03
2.619443917184796633e-01 1.170077924712523327e+03
2.643693514055635019e-01 1.148336941051213444e+03
2.668167602447188980e-01 1.126192614555797036e+03
2.692868260597842123e-01 1.103828989665637891e+03
2.717797585985328723e-01 1.081454635399140670e+03
2.742957695504876225e-01 1.059287814152406099e+03
2.768350725648939803e-01 1.037541390366831592e+03
2.793978832688636116e-01 1.016408550495046484e+03
2.819844192856824638e-01 9.960503069166881005e+02
2.845949002532934258e-01 9.765855922345931504e+02
2.872295478429457427e-01 9.580845412598224584e+02
2.898885857780164055e-01 9.405653290928821662e+02
2.925722398530116175e-01 9.239947020747837314e+02
2.952807379527381815e-01 9.082921129847652537e+02
2.980143100716530213e-01 8.933371548515418681e+02
3.007731883333970013e-01 8.789797785198221618e+02
3.035576070105038271e-01 8.650525797494125300e+02
3.063678025442919117e-01 8.513842616174960085e+02
3.092040135649455346e-01 8.378132362990983211e+02
3.120664809117766336e-01 8.242002533669949571e+02
3.149554476536737813e-01 8.104389575710171130e+02
3.178711591097466149e-01 7.964634086331203662e+02
3.208138628701552308e-01 7.822518443950572191e+02
3.237838088171326456e-01 7.678263209260396707e+02
3.267812491462076530e-01 7.532482814348236388e+02
3.298064383876184169e-01 7.386105362020095981e+02
3.328596334279237956e-01 7.240265183742619683e+02
3.359410935318213887e-01 7.096179617898561673e+02
3.390510803641603732e-01 6.955022907010770723e+02
3.421898580121625622e-01 6.817810044524620707e+02
3.453576930078445240e-01 6.685301934421800070e+02
3.485548543506548635e-01 6.557940643512586121e+02
3.517816135303142855e-01 6.435820198526068907e+02
3.550382445498671546e-01 6.318694683187981127e+02
3.583250239489532696e-01 6.206021651011442373e+02
3.616422308272880248e-01 6.097035360249650466e+02
3.649901468683603434e-01 5.990841307335026613e+02
3.683690563633565396e-01 5.886521246246221608e+02
3.717792462352988436e-01 5.783236618787535690e+02
3.752210060634074695e-01 5.680318354850211335e+02
3.786946281076949972e-01 5.577332504712301215e+02
3.822004073337817442e-01 5.474114114511959315e+02
3.857386414379404549e-01 5.370765865634089096e+02
3.893096308723804078e-01 5.267622722183265296e+02
3.929136788707579542e-01 5.165188445643168507e+02
3.965510914739237003e-01 5.064053594400937754e+02
4.002221775559148820e-01 4.964806922288829014e+02
4.039272488501812752e-01 4.867952590664645527e+02
